自动序号,时间段(分钟),短句话术,冷场补救,长段话术,政策口径,场景,主题/异议,是否推荐,创建时间,更新时间,标题,关键词,直播间商品序号,父记录,提问类型,提问,回答,家装建材
182,0-10,家人们今晚干货很多：色温怎么选不踩坑、显指怎么看、眩光怎么避、尺寸怎么算。,你们最想先听哪一部分？打在公屏，我按你们的需求调整顺序。,家人们今晚直播全是干货，我提前给你列一下：第一部分讲色温怎么选不踩坑，第二部分讲显指怎么看东西真不真，第三部分讲眩光怎么避不刺眼，第四部分讲尺寸怎么算刚刚好。每一部分都是选灯必知的，错过等于白来。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用干货预告,,2026/02/28,2026/02/28,,"开场,干货,预告,避坑,选灯,色温,显指",,,,,,
183,0-10,家人们春天装修季到了，今晚我帮你们把选灯这件事一次性讲透，省得你们自己研究。,最近在装修的家人们打个1，我看看有多少人，你们的问题我重点讲。,家人们春天装修季到了，很多家庭都在看灯、选灯、买灯。我今晚就把选灯这件事一次性讲透：怎么选不刺眼、怎么买不踩坑、怎么装不返工。你们不用自己研究半天做功课，跟着听跟着问就行。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用热点切入,,2026/02/28,2026/02/28,,"开场,热点,春天,装修季,选灯,旺季",,,,,,
184,0-10,家人们选灯最纠结：贵的怕不值，便宜的怕不好，看花眼也不知道怎么选。我今晚帮你做选择。,你们现在大概预算是多少？打在公屏我心里有数，给你推荐更准。,家人们我太懂你们的纠结了：贵的怕不值那个价，便宜的怕质量不行，看了一堆攻略还是不知道选哪个。今晚小苏帮你把这个纠结解开——我按你的预算和需求，直接告诉你买哪款最合适，不用你自己对比来对比去。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用痛点共鸣,,2026/02/28,2026/02/28,,"开场,痛点,纠结,选择困难,怕买错,怕后悔",,,,,,
185,0-10,家人们晚上好！现在直播间惯例：先点关注不迷路、有问题随时问。今晚我们开始讲灯。,先点关注的家人们公屏打个1，我看看今晚有多少老粉支持。,家人们晚上好！现在直播间先走个惯例：点关注不迷路，后续有选灯问题随时来找我。今晚直播内容很干：怎么选灯不踩坑、怎么配光更舒服、怎么买最划算。你有什么问题随时问，我挨个解答。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用仪式感开场,,2026/02/28,2026/02/28,,"开场,仪式感,开始,直播,惯例,关注",,,,,,
186,0-10,家人们天气热了，今晚讲讲风扇灯——灯+风二合一，一盏解决两个需求，清凉一夏。,你们想先听风扇灯还是先听主灯？打在公屏我按你们想听的讲。,家人们天气慢慢热起来了，今晚我给大家讲一个应季的产品——风扇灯。灯和风扇二合一，一盏灯解决两个需求：上面照亮、下面送风。客厅装一盏，夏天不用开空调那么冷，卧室装一盏，睡觉吹风不着凉。想要风扇灯的先把关注点起来。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用天气/季节切入,,2026/02/28,2026/02/28,,"开场,天气,季节,夏天,风扇灯,清凉",,,,,,
187,0-10,家人们在吗？在的打1，让我看到你们今晚都在线。,打1的家人们把你们的问题也打出来，今晚有问必答。,家人们在吗？今晚直播间有点冷清啊，我怕你们在看但不说话。先打个1让我看到你们都在，有问题随时问，今晚就是来答疑的。你们不打1我还以为手机坏了呢。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用互动开场,,2026/02/28,2026/02/28,,"开场,互动,在吗,潜水,回应",,,,,,
188,0-10,家人们今晚来直播间值不值？值——你花20分钟听我讲，省下自己研究两小时，还避开几个大坑。,觉得值的家人们打个1，让我看看今晚有多少人认可。,家人们我跟你们说，今晚来直播间真的很值。你花20分钟听我把选灯逻辑讲清楚，你省下自己研究两小时；你听我讲几个避坑要点，你省下装完后悔换灯的几大千。专业的事交给专业的人，你负责听和问就行。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用价值主张,,2026/02/28,2026/02/28,,"开场,价值,省时间,省心,不踩坑,专业",,,,,,
189,0-10,家人们今晚我不教你买什么，我教你别买什么。避开这几个类型，基本就不会翻车。,你们之前有没有买过后悔的灯？打在公屏说说，避免其他人踩坑。,家人们今晚我换个角度讲：不说哪款好，说说哪几类灯你最好别买。有些人买了网红灯装完后悔，有些人贪便宜买到质量差的，这些坑今晚我帮你列出来。你避开这些类型，基本上就不会翻车。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用排除法,,2026/02/28,2026/02/28,,"开场,排除法,别买错,买对,型号",,,,,,
190,0-10,家人们我先测试一下：你知道色温3000K和6000K有什么区别吗？打在公屏看看。,不知道的家人们也不用慌，今晚听完你就懂了，关注一下不迷路。,家人们我先做个测试：你们知道色温3000K和6000K有什么区别吗？打在公屏看看。有没有答对的？今晚直播就是帮你把这些专业参数翻译成人话，让你以后选灯心里有数。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用提问测试,,2026/02/28,2026/02/28,,"开场,测试,认知,色温,眩光,显指",,,,,,
191,0-10,家人们有句话说得好：家里有光，才有家的样子。今晚我帮你们把光选对。,你们家现在灯光满意吗？打在公屏满意/不满意，我看看情况。,家人们有句话说得好：家里有光，才有家的样子。光对家庭的氛围太重要了——灯选对了，整个家都温馨；灯选错了，每天看着都闹心。今晚小苏帮你把光选对，让家里有该有的样子。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用名人名言,,2026/02/28,2026/02/28,,"开场,名言,光,重要,氛围,家里",,,,,,
192,0-10,家人们今晚我承诺：不说虚的、不玩套路，只讲怎么帮你选到对的灯。,需要真实选灯建议的家人先点个关注，我把干货先讲起来。,家人们今晚我先做个承诺：不说虚的、不玩套路、不夸大宣传，就是实打实帮你把选灯这件事讲清楚。你买不买没关系，但听完你应该知道怎么选才对。关注一下，后续有问题随时来找我。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用承诺开场,,2026/02/28,2026/02/28,,"开场,承诺,不套路,真实,帮你选",,,,,,
193,0-10,家人们装修选灯真的很累，看来看去都差不多。我今晚帮你做减法，让你少纠结。,你们现在选灯选到哪个阶段了？刚开始看/看了很久了/马上要买了？,家人们我太懂你们了：装修选灯最累人，看起来都差不多，仔细看又各有不同，看了一圈还是不知道选哪个。今晚我帮你做减法——把复杂的选择题变成填空题，你告诉我需求，我给你推荐，直接锁定，不用纠结。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用情绪共鸣,,2026/02/28,2026/02/28,,"开场,情绪,累,装修,选灯,省心",,,,,,
194,0-10,家人们我们来快问快答：客厅灯选吸顶还是吊灯？打在公屏。,不用思考太多，凭直觉打在公屏，错了也不用怕，我给大家解释为什么。,家人们我们先来快问快答，热热身。你们觉得客厅灯选吸顶还是吊灯好？打在公屏让我看看大家的倾向。这种快问快答我今晚多来几轮，帮你们把选灯的基本概念先建立起来。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用问答开场,,2026/02/28,2026/02/28,,"开场,问答,快问快答,选灯,常识",,,,,,
195,0-10,家人们我帮几千个家庭选过灯，踩坑的案例见过太多。今晚把这些经验全分享给你们。,你们有什么选灯问题尽管问，我的经验帮你避开那些坑。,家人们我是小苏，从事灯光行业这些年，帮几千个家庭选过灯。踩坑的案例我见过太多了：有的灯装完刺眼退货，有的尺寸不对返工，有的色温不对看着别扭。今晚我把这些经验全分享给你们，让你们少走弯路。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用专业背书,,2026/02/28,2026/02/28,,"开场,专业,经验,案例,避坑,选灯",,,,,,
196,0-10,家人们你们知道好灯和便宜灯的区别在哪吗？不是外观，是这两个核心指标。,你们猜猜看，好灯和便宜灯最大的区别是什么？打在公屏我揭晓答案。,家人们你们有没有想过：为什么有的灯卖三百，有的灯卖三千，到底差在哪？我告诉你们，核心区别就两个指标——出光舒适度和稳定性。其他都是表面功夫。今晚我把这两个指标讲透，让你们学会分辨。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用好奇引导,,2026/02/28,2026/02/28,,"开场,好奇,为什么,好灯,便宜灯,区别",,,,,,
197,0-10,家人们今晚我用对比法告诉你：这样选是错的，这样选才对。,你们之前选灯有没有踩过坑？打在公屏我帮你们分析为什么会踩。,家人们今晚我换个方式讲：不说哪款好，我说这样选是错误的、那样选是正确的，把对错直接对比给你们看。这样你们印象更深，也更容易记住以后怎么选。,质保3年；平台7天无理由退换（安装后不支持）。,开场,用对比法,,2026/02/28,2026/02/28,,"开场,对比,错误,正确,选灯,示范",,,,,,
198,10-30,家人们别走，回我三句话：装哪间房、面积多大、层高多少？我直接给你配好灯型和色温。,你们公屏打【房间+面积+层高】，我看到就给你配，别让自己研究半天。,家人们先别划走，小苏帮你省时间。你只需要回我三个信息——房间用途、面积、层高，我就能把吸顶还是吊灯、色温偏暖还是偏白、亮度怎么配直接给你定好。不用自己研究半天，我帮你翻译成大白话。,质保3年；平台7天无理由退换（安装后不支持）。,留人,用三问留人,,2026/02/28,2026/02/28,,"留人,三问,房间,面积,层高,快速配灯",,,,,,
199,10-30,家人们留一下，我用一句话帮你定色温：卧室要暖、客厅要匀、餐厨要显色。,你们更喜欢温馨暖光还是清爽白光？打在公屏我按你的偏好配。,家人们色温其实很好选，记住三句口诀：卧室选暖色（3000K-3500K）更放松；客厅选中性（4000K左右）更通透；餐厨选高显色（Ra95以上）饭菜更有食欲。你是什么房间？打在公屏我帮你定具体参数。,质保3年；平台7天无理由退换（安装后不支持）。,留人,用色温引导留人,,2026/02/28,2026/02/28,,"留人,色温,暖,白,3000K,6000K,按房间选",,,,,,
